Év;Hét;Forduló;T13p1;Ny13p1;Eredmények
2003;36;1;7;650288;2X122X22X11112
2003;35;1;1;3826346;1X1111XX222X12
2003;34;1;1;6178312;11112X11X11112
2003;33;1;53;247563;11X212111111X2
2003;32;1;0;0;X1X21XX1XX2X2X
2003;31;1;0;0;2X22221X112211
2003;30;1;3;1006730;21X12X12112122
2003;29;1;1;3026804;22121X12122111
2003;28;1;1;3061202;X2X1111XXX2X11
2003;27;1;1;2997616;11X11X1221111X
2003;26;1;1;2941880;XX11X1XX2X1112
2003;25;1;1;9685586;XX12X111211222
2003;24;1;0;0;111X11X212X1X2
2003;23;1;2;2196196;1X1112X212X11X
2003;22;1;1;3664138;1X121X1211XXXX
2003;21;1;4;1265380;12122X12121111
2003;20;1;4;7309563;21X1XX11X12211
2003;19;1;0;0;212XXX111212X2
2003;18;1;0;0;2X1X1XX2XX222X
2003;17;1;0;0;121XX2X11XXXXX
2003;16;1;0;0;1112211121X212
2003;15;1;1;4838119;21X1111121X1XX
2003;14;1;1;9799002;21X22X1X1111XX
2003;13;1;0;0;X2X111X2111211
2003;12;1;1;4904852;XX211X11111111
2003;11;1;1;4331542;12221X12X11212
2003;10;1;4;5829331;11111X112XXX2X
2003;9;1;0;0;21XXX21X1XX111
2003;8;1;0;0;221XXX2211X111
2003;7;1;0;0;X1221121XX21XX
2003;6;1;2;2504909;121111X1XXXX1X
2003;5;1;2;5305601;XXX1111221XX12
2003;4;1;0;0;XX1222121XX111
2003;3;1;1;4940615;2121111111X1X2
2003;2;1;1;4532483;XX2X1X2XX12X12
2003;1;1;1;11558336;21X2X111111112
2002;52;1;0;0;1X1X2111112X2X
2002;51;1;2;11663039;22X1XX211111X2
2002;50;1;0;0;X1X2X2X12212X2
2002;49;1;0;0;11X2XX21X1111X
2002;48;1;0;0;211221222XX22X
2002;47;1;1;5156287;111X22XX1X1X11
2002;46;1;4;5722258;X1112X2X1X2112
2002;45;1;0;0;X111122112XX11
2002;44;1;0;0;12X121X1X22221
2002;43;1;0;0;X1112X2XX1111X
2002;42;1;145;95370;11221X1212X211
2002;41;1;0;0;X212222122XX1X
2002;40;1;105;86483;X1X21211111121
2002;39;1;0;0;11121112XX211X
2002;38;1;1;8778074;211111X1X22111
2002;37;1;0;0;2112122X2XX221
2002;36;1;2;6063120;2X22X12X122212
2002;35;1;0;0;11X1121X1X11X2
2002;34;1;0;0;1X2X12122111XX
2002;33;1;9;1284668;X111112X2X1112
2002;32;1;0;0;2211X2X1X11121
2002;31;1;0;0;1X1XX22121XX21
2002;30;1;1;3037903;1X1X11XX1X1X21
2002;29;1;6;985319;1122111X112X21
2002;28;1;0;0;21XX11X221X122
2002;27;1;58;217225;1221X111111111
2002;26;1;0;0;X11X221X1X1X22
2002;25;1;0;0;211121XX221221
2002;24;1;1;10316722;XXX1112112XX11
2002;23;1;0;0;1X12112X12X11X
2002;22;1;0;0;XX11X122122X21
2002;21;1;1;3784457;1121211X112121
2002;20;1;7;1272516;111XX11X1XX111
2002;19;1;0;0;112111X1X1X121
2002;18;1;11;4257170;11112121111222
2002;17;1;0;0;21X2X2X1211122
2002;16;1;0;0;X1X21XX1X1X21X
2002;15;1;0;0;2121X221X22111
2002;14;1;0;0;2X111X2XXXX122
2002;13;1;0;0;2X11X21121X12X
2002;12;1;0;0;1X1X2221111221
2002;11;1;2;2437909;112XX1222XX2X1
2002;10;1;8;1366253;XX1112111X1X12
2002;9;1;0;0;211X2X11X21X12
2002;8;1;1;31833810;1X21X1221X122X
2002;7;1;0;0;2121XXXXX2122X
2002;6;1;0;0;X1111112X1XX1X
2002;5;1;0;0;1212XX1X2XXX1X
2002;4;1;0;0;12111111211X12
2002;3;1;18;280404;21111XX11X11XX
2002;2;1;1;5673229;XXXX111211112X
2002;1;1;11;1998996;22121121XXXX22
2001;52;1;0;0;1X2X2122X21212
2001;51;1;0;0;2X2111222X1X12
2001;50;1;0;0;XXX111X211X111
2001;49;1;3;1597154;21222XX121122X
2001;48;1;3;6771515;XX12122122111X
2001;47;1;0;0;X12X12XX211221
2001;46;1;0;0;222211X2X121X1
2001;45;1;0;0;122X1X12XXX111
2001;44;1;11;1465811;X1X11111XX2X11
2001;43;1;0;0;2X1X222X1XX122
2001;42;1;0;0;X12211112X21X2
2001;41;1;3;1390782;1X121212X1XXX2
2001;40;1;3;2927875;1X112212X1XX2X
2001;39;1;0;0;12X11121121X21
2001;38;1;2;4220839;12X12211XX2121
2001;37;1;0;0;1X21XX22111X11
2001;36;1;1;20351926;2XX12XX2121XX2
2001;35;1;0;0;2221112212XXX1
2001;34;1;0;0;2X11X1X211XXXX
2001;33;1;0;0;21X212222XX222
2001;32;1;2;1890774;1X2X112X1XX2X1
2001;31;1;61;58779;1112121X121112
2001;30;1;1;3444703;2112111112XX21
2001;29;1;1;3290823;1XX12X2X1222X1
2001;28;1;2;4850359;1211XX21122111
2001;27;1;0;0;112X1X12X2X222
2001;26;1;0;0;1X11X211111112
2001;25;1;4;743068;12112211111XX2
2001;24;1;725;12793;21121121111211
2001;23;1;0;0;21122X1XX2X2XX
2001;22;1;36;125119;1XX22112X1XXX2
2001;21;1;13;328818;2X1111X121XX1X
2001;20;1;10;501566;X11X1X1212211X
2001;19;1;3;6242864;X2X211212XX211
2001;18;1;0;0;2111XX1X2111X1
2001;17;1;0;0;X11X121X12X11X
2001;16;1;8;618381;212X111111XX2X
2001;15;1;2;2619833;2221XX22111211
2001;14;1;11;2199469;21XXX111112X2X
2001;13;1;0;0;2211221XXX2XX1
2001;12;1;0;0;X2XX12X2XX11X2
2001;11;1;0;0;21XX2X21X2X2X1
2001;10;1;26;1637125;12X1X1X1111X1X
2001;9;1;0;0;121111221XX211
2001;8;1;0;0;X21X22XX111121
2001;7;1;0;0;1121X122X212X1
2001;6;1;0;0;112111X21X11X2
2001;5;1;0;0;12122122122221
2001;4;1;19;245998;11X121X2X21122
2001;3;1;1;15019299;2X11X12X2X1221
2001;2;1;0;0;X2211111X2122X
2001;1;1;0;0;1X2121211222XX
2000;52;1;1;8147319;X1212X1111XXXX
2000;51;1;0;0;112111XX12X112
2000;50;1;1;4356614;21XX21211222X2
2000;49;1;106;89775;1111X11X1X1121
2000;48;1;0;0;1X1211111XX21X
2000;47;1;1;4436234;21X12111121X11
2000;46;1;3;4546144;2X21X1X11X1X21
2000;45;1;0;0;1X2X1111X2XXXX
2000;44;1;11;1928029;1111X1XX22221X
2000;43;1;0;0;X21X1X211X111X
2000;42;1;0;0;1X11121X2X2211
2000;41;1;0;0;12X11X211X1X22
2000;40;1;6;665086;21X2XX2X222111
2000;39;1;1;7230157;1X2X21XX111X11
2000;38;1;0;0;XX2X2222XXX11X
2000;37;1;1;7227304;2111X121XX1211
2000;36;1;0;0;2211XXXX2X22X1
2000;35;1;1;7372953;X12212222X2X2X
2000;34;1;0;0;1XX1221XXXX221
2000;33;1;1;3257261;X1211X1122X111
2000;32;1;1;9720434;1211X1112X1112
2000;31;1;0;0;121X2XX11121XX
2000;30;1;0;0;2XXXX221XX1X12
2000;29;1;1;3085471;22112211X21X21
2000;28;1;6;990021;122X11XX1112XX
2000;27;1;0;0;X21X1211X1112X
2000;26;1;2;1289631;112X111X2X2212
2000;25;1;1;2568324;XX11221X1121XX
2000;24;1;1;2737191;122221X1XX1122
2000;23;1;4;895979;1211XXX12X2111
2000;22;1;18;195869;111X11X121122X
2000;21;1;346;23485;1121111111XX1X
2000;20;1;0;0;11X2X2X1121212
2000;19;1;3;1532546;2X121X211111X1
2000;18;1;2;2054949;2211XXX12XX112
2000;17;1;9;488424;12X21XX111X211
2000;16;1;39;250738;211X111122XXX2
2000;15;1;0;0;X11X2X1211XX22
2000;14;1;2;2494620;121221221X11X2
2000;13;1;1;17086097;211X2X211XX121
2000;12;1;0;0;121221X21X11X1
2000;11;1;0;0;X22112X1212112
2000;10;1;2;2736451;121XX11X1X2X12
2000;9;1;9;2023277;12111X12112X12
2000;8;1;0;0;X1121XXXXX1211
2000;7;1;0;0;X121XX2X121112
2000;6;1;1;5400138;XX21112XX1X1X2
2000;5;1;9;540653;12211111X21XXX
2000;4;1;4;5175187;211X12XX11XX11
2000;3;1;0;0;X211XX1X211122
2000;2;1;30;153410;1X1X2X111X2X12
2000;1;1;3;2693562;111XX22X1XX111
1999;52;1;0;0;112XX111XX221X
1999;51;1;4;3450052;211X121X1XX121
1999;50;1;0;0;11X1111XX112X2
1999;49;1;0;0;XX2211X111XX21
1999;48;1;13;706900;11X2XX11111121
1999;47;1;0;0;21X212X211222X
1999;46;1;4;7230177;X21X11X1111X21
1999;45;1;0;0;2X211XX212X1X2
1999;44;1;0;0;X1221X11X122X1
1999;43;1;0;0;XX21X1XXX22X1X
1999;42;1;0;0;XXX2121XX21X2X
1999;41;1;0;0;112X12X2221X11
1999;40;1;5;808653;X2221X1X11XX11
1999;39;1;9;1232784;2X1111X1X211X1
1999;38;1;0;0;X1XXX11X11222X
1999;37;1;5;808159;X2111212X11X21
1999;36;1;61;67048;12111XX21X111X
1999;35;1;238;16973;12X12112222112
1999;34;1;2;1995768;X1212XX11XXXX1
1999;33;1;2;1780244;1112121X121112
1999;32;1;1;13937871;X1XX1X112111X1
1999;31;1;0;0;211112X22221XX
1999;30;1;0;0;X2111212112112
1999;29;1;0;0;1222X122221X2X
1999;28;1;1;3223688;2X211122221212
1999;27;1;3;1042957;11X1211X12X1X1
1999;26;1;3;1033323;2221X122222222
1999;25;1;1;6371952;11X1111X22211X
1999;24;1;0;0;2211222X2112X1
1999;23;1;5;812564;11112X12X1112X
1999;22;1;1;4319577;X11211X222XXX2
1999;21;1;2;2435025;2111X211112222
1999;20;1;19;1663380;1212X1212XX212
1999;19;1;0;0;12X12X1122X11X
1999;18;1;0;0;X211211X122122
1999;17;1;0;0;121X11X2111122
1999;16;1;0;0;22X1122211122X
1999;15;1;0;0;112X11221XX2X1
1999;14;1;10;918773;11111111211X11
1999;13;1;0;0;2X2X1X221XX111
1999;12;1;2;2129421;1212X22X21XX1X
1999;11;1;1;10230448;2211X1212X1112
1999;10;1;0;0;11XX1111122X2X
1999;9;1;23;224481;2X11111111112X
1999;8;1;3;1637907;X1211XX12X211X
1999;7;1;954;5403;1211X1112111X2
1999;6;1;6;2496454;XX112121111X1X
1999;5;1;0;0;X1211X1XXX11X2
1999;4;1;0;0;1X1211112XX211
1999;3;1;2;2275746;2XX211111X1111
1999;2;1;6;1648883;1122X1111XX2X2
1999;1;1;0;0;X1X21X1122X1X1
1998;53;1;15;488991;2111111211212X
1998;52;1;0;0;11XX122211X212
1998;51;1;1;4585209;1X1XX2211XXX11
1998;50;1;69;133620;1X1X112X1X1111
1998;49;1;0;0;X221112221XXXX
1998;48;1;17;589324;211211111X11XX
1998;47;1;0;0;11X1211XX11XX1
1998;46;1;2;2436169;2X111122111121
1998;45;1;26;216082;111211X12XXXXX
1998;44;1;1;40264978;2X212X1111X111
1998;43;1;0;0;21111XXX211X12
1998;42;1;0;0;12X22X22X1X1X1
1998;41;1;0;0;1X211122222XX2
1998;40;1;0;0;1X2X2XX11XX12X
1998;39;1;0;0;X11X222XX212X1
1998;38;1;0;0;XX212X2X21XX21
1998;37;1;13;927276;2111X211X2X1X1
1998;36;1;0;0;22XXX211121211
1998;35;1;0;0;211X1X2X2X2222
1998;34;1;43;241298;1X1211112X1111
1998;33;1;0;0;X221211XX222X2
1998;32;1;0;0;211X11XX1121X1
1998;31;1;143;21576;22211112X11221
1998;30;1;2;1435474;222X211111X111
1998;29;1;13;219322;21111XX12211X2
1998;28;1;1;8820135;22X2211X221111
1998;27;1;0;0;11X21X211XX121
1998;26;1;0;0;1221XX2121X12X
1998;25;1;13;239640;X1X112221211X2
1998;24;1;220;17994;X122X11XX2X112
1998;23;1;1;3577003;X111X222111X1X
1998;22;1;1;25706480;2X21XX1122121X
1998;21;1;0;0;211111X222121X
1998;20;1;0;0;12X1X112X1222X
1998;19;1;0;0;XX112X121112XX
1998;18;1;0;0;2122X1121X1X21
1998;17;1;1;5054298;1X21X12X121212
1998;16;1;1;23932349;21XXX111221XXX
1998;15;1;0;0;X21211X2211XX1
1998;14;1;0;0;21121X1X2122X2
1998;13;1;0;0;X2211X11XX12X1
1998;12;1;1;10461707;X1XX1X1212XX12
1998;11;1;0;0;21XXX12X1X11X2
1998;10;1;1;10468576;1121XXX11X1XX1
1998;9;1;0;0;2X112XXX2211XX
1998;8;1;2;2527169;1X1X1112211X2X
1998;7;1;1;5466543;11X2212X1X1X22
1998;6;1;9;593967;11X1221211X111
1998;5;1;50;102994;1111X212X1X22X
1998;4;1;2;5527284;1X112111X11XX1
1998;3;1;0;0;X22222X1X111X1
1998;2;1;2;6889159;X2X1X212X21XX1
1998;1;1;0;0;X1XX2X221X1XX1
