csapat;versenyzo;eletkor;palya;korido;kor
OlajozottMénkű;Égető Erik;21;Record Raceway;00:01:07;17
OlajozottMénkű;Égető Erik;21;Record Raceway;00:01:27;18
OlajozottMénkű;Égető Erik;21;Record Raceway;00:01:31;19
OlajozottMénkű;Égető Erik;21;Record Raceway;00:01:07;20
OlajozottMénkű;Égető Erik;21;Record Raceway;00:01:32;21
OlajozottMénkű;Égető Erik;21;Record Raceway;00:01:17;22
OlajozottMénkű;Égető Erik;21;Record Raceway;00:01:27;23
OlajozottMénkű;Égető Erik;21;Record Raceway;00:01:11;24
OlajozottMénkű;Égető Erik;21;Record Raceway;00:01:16;25
OlajozottMénkű;Égető Erik;21;Record Raceway;00:01:27;26
OlajozottMénkű;Égető Erik;21;Record Raceway;00:01:19;27
OlajozottMénkű;Égető Erik;21;Record Raceway;00:01:11;28
OlajozottMénkű;Égető Erik;21;Record Raceway;00:01:29;29
OlajozottMénkű;Égető Erik;21;Record Raceway;00:01:11;30
OlajozottMénkű;Égető Erik;21;Record Raceway;00:01:31;31
OlajozottMénkű;Égető Erik;21;Record Raceway;00:01:32;32
OlajozottMénkű;Égető Erik;21;Record Raceway;00:01:11;33
OlajozottMénkű;Élénk Egon;25;Record Raceway;00:01:17;1
OlajozottMénkű;Élénk Egon;25;Record Raceway;00:01:16;2
OlajozottMénkű;Élénk Egon;25;Record Raceway;00:01:18;3
OlajozottMénkű;Élénk Egon;25;Record Raceway;00:01:18;4
OlajozottMénkű;Élénk Egon;25;Record Raceway;00:01:06;5
OlajozottMénkű;Élénk Egon;25;Record Raceway;00:01:34;6
OlajozottMénkű;Élénk Egon;25;Record Raceway;00:01:31;7
OlajozottMénkű;Élénk Egon;25;Record Raceway;00:01:05;8
OlajozottMénkű;Élénk Egon;25;Record Raceway;00:01:09;9
OlajozottMénkű;Élénk Egon;25;Record Raceway;00:01:14;10
OlajozottMénkű;Élénk Egon;25;Record Raceway;00:01:08;11
OlajozottMénkű;Élénk Egon;25;Record Raceway;00:01:19;12
OlajozottMénkű;Élénk Egon;25;Record Raceway;00:01:12;13
OlajozottMénkű;Élénk Egon;25;Record Raceway;00:01:12;14
OlajozottMénkű;Élénk Egon;25;Record Raceway;00:01:27;15
OlajozottMénkű;Élénk Egon;25;Record Raceway;00:01:20;16
OlajozottMénkű;Élénk Egon;25;Record Raceway;00:01:28;17
OlajozottMénkű;Élénk Egon;25;Record Raceway;00:01:32;18
OlajozottMénkű;Élénk Egon;25;Record Raceway;00:01:23;19
OlajozottMénkű;Élénk Egon;25;Record Raceway;00:01:25;20
OlajozottMénkű;Élénk Egon;25;Record Raceway;00:01:27;21
OlajozottMénkű;Élénk Egon;25;Record Raceway;00:01:31;22
OlajozottMénkű;Élénk Egon;25;Record Raceway;00:01:10;23
OlajozottMénkű;Élénk Egon;25;Record Raceway;00:01:32;24
OlajozottMénkű;Élénk Egon;25;Record Raceway;00:01:11;25
OlajozottMénkű;Élénk Egon;25;Record Raceway;00:01:16;26
OlajozottMénkű;Élénk Egon;25;Record Raceway;00:01:06;27
OlajozottMénkű;Élénk Egon;25;Record Raceway;00:01:34;28
OlajozottMénkű;Élénk Egon;25;Record Raceway;00:01:07;29
OlajozottMénkű;Élénk Egon;25;Record Raceway;00:01:10;30
OlajozottMénkű;Élénk Egon;25;Record Raceway;00:01:22;31
OlajozottMénkű;Élénk Egon;25;Record Raceway;00:01:05;32
OlajozottMénkű;Élénk Egon;25;Record Raceway;00:01:11;33
TeljesGőz;Expressz Ernő;30;Record Raceway;00:01:16;1
TeljesGőz;Expressz Ernő;30;Record Raceway;00:01:30;2
TeljesGőz;Expressz Ernő;30;Record Raceway;00:01:12;3
TeljesGőz;Expressz Ernő;30;Record Raceway;00:01:17;4
TeljesGőz;Expressz Ernő;30;Record Raceway;00:01:22;5
TeljesGőz;Expressz Ernő;30;Record Raceway;00:01:11;6
TeljesGőz;Expressz Ernő;30;Record Raceway;00:01:29;7
TeljesGőz;Expressz Ernő;30;Record Raceway;00:01:23;8
TeljesGőz;Expressz Ernő;30;Record Raceway;00:01:11;9
TeljesGőz;Expressz Ernő;30;Record Raceway;00:01:21;10
TeljesGőz;Expressz Ernő;30;Record Raceway;00:01:33;11
TeljesGőz;Expressz Ernő;30;Record Raceway;00:01:27;12
TeljesGőz;Expressz Ernő;30;Record Raceway;00:01:10;13
TeljesGőz;Expressz Ernő;30;Record Raceway;00:01:10;14
TeljesGőz;Expressz Ernő;30;Record Raceway;00:01:22;15
TeljesGőz;Expressz Ernő;30;Record Raceway;00:01:25;16
TeljesGőz;Expressz Ernő;30;Record Raceway;00:01:18;17
TeljesGőz;Expressz Ernő;30;Record Raceway;00:01:19;18
TeljesGőz;Expressz Ernő;30;Record Raceway;00:01:23;19
TeljesGőz;Expressz Ernő;30;Record Raceway;00:01:06;20
TeljesGőz;Expressz Ernő;30;Record Raceway;00:01:22;21
TeljesGőz;Expressz Ernő;30;Record Raceway;00:01:13;22
TeljesGőz;Expressz Ernő;30;Record Raceway;00:01:23;23
TeljesGőz;Expressz Ernő;30;Record Raceway;00:01:16;24
TeljesGőz;Expressz Ernő;30;Record Raceway;00:01:24;25
TeljesGőz;Expressz Ernő;30;Record Raceway;00:01:07;26
TeljesGőz;Expressz Ernő;30;Record Raceway;00:01:26;27
TeljesGőz;Expressz Ernő;30;Record Raceway;00:01:21;28
TeljesGőz;Expressz Ernő;30;Record Raceway;00:01:30;29
TeljesGőz;Expressz Ernő;30;Record Raceway;00:01:10;30
TeljesGőz;Expressz Ernő;30;Record Raceway;00:01:13;31
TeljesGőz;Expressz Ernő;30;Record Raceway;00:01:31;32
TeljesGőz;Expressz Ernő;30;Record Raceway;00:01:24;33
TeljesGőz;Heves Henrik;29;Record Raceway;00:01:23;1
TeljesGőz;Heves Henrik;29;Record Raceway;00:01:12;2
TeljesGőz;Heves Henrik;29;Record Raceway;00:01:29;3
TeljesGőz;Heves Henrik;29;Record Raceway;00:01:14;4
TeljesGőz;Heves Henrik;29;Record Raceway;00:01:16;5
TeljesGőz;Heves Henrik;29;Record Raceway;00:01:27;6
TeljesGőz;Heves Henrik;29;Record Raceway;00:01:18;7
TeljesGőz;Heves Henrik;29;Record Raceway;00:01:10;8
TeljesGőz;Heves Henrik;29;Record Raceway;00:01:25;9
TeljesGőz;Heves Henrik;29;Record Raceway;00:01:19;10
TeljesGőz;Heves Henrik;29;Record Raceway;00:01:27;11
TeljesGőz;Heves Henrik;29;Record Raceway;00:01:21;12
TeljesGőz;Heves Henrik;29;Record Raceway;00:01:09;13
TeljesGőz;Heves Henrik;29;Record Raceway;00:01:21;14
TeljesGőz;Heves Henrik;29;Record Raceway;00:01:08;15
TeljesGőz;Heves Henrik;29;Record Raceway;00:01:08;16
TeljesGőz;Heves Henrik;29;Record Raceway;00:01:24;17
TeljesGőz;Heves Henrik;29;Record Raceway;00:01:07;18
TeljesGőz;Heves Henrik;29;Record Raceway;00:01:34;19
TeljesGőz;Heves Henrik;29;Record Raceway;00:01:10;20
TeljesGőz;Heves Henrik;29;Record Raceway;00:01:29;21
TeljesGőz;Heves Henrik;29;Record Raceway;00:01:30;22
TeljesGőz;Heves Henrik;29;Record Raceway;00:01:20;23
TeljesGőz;Heves Henrik;29;Record Raceway;00:01:24;24
TeljesGőz;Heves Henrik;29;Record Raceway;00:01:17;25
TeljesGőz;Heves Henrik;29;Record Raceway;00:01:19;26
TeljesGőz;Heves Henrik;29;Record Raceway;00:01:05;27
TeljesGőz;Heves Henrik;29;Record Raceway;00:01:21;28
TeljesGőz;Heves Henrik;29;Record Raceway;00:01:08;29
TeljesGőz;Heves Henrik;29;Record Raceway;00:01:29;30
TeljesGőz;Heves Henrik;29;Record Raceway;00:01:16;31
TeljesGőz;Heves Henrik;29;Record Raceway;00:01:05;32
TeljesGőz;Heves Henrik;29;Record Raceway;00:01:07;33
Rakéták;Nyílsebes Nóra;20;Record Raceway;00:01:07;1
Rakéták;Nyílsebes Nóra;20;Record Raceway;00:01:13;2
Rakéták;Nyílsebes Nóra;20;Record Raceway;00:01:29;3
Rakéták;Nyílsebes Nóra;20;Record Raceway;00:01:15;4
Rakéták;Nyílsebes Nóra;20;Record Raceway;00:01:27;5
Rakéták;Nyílsebes Nóra;20;Record Raceway;00:01:10;6
Rakéták;Nyílsebes Nóra;20;Record Raceway;00:01:10;7
Rakéták;Nyílsebes Nóra;20;Record Raceway;00:01:34;8
Rakéták;Nyílsebes Nóra;20;Record Raceway;00:01:16;9
Rakéták;Nyílsebes Nóra;20;Record Raceway;00:01:11;10
Rakéták;Nyílsebes Nóra;20;Record Raceway;00:01:12;11
Rakéták;Nyílsebes Nóra;20;Record Raceway;00:01:06;12
Rakéták;Nyílsebes Nóra;20;Record Raceway;00:01:25;13
Rakéták;Nyílsebes Nóra;20;Record Raceway;00:01:10;14
Rakéták;Nyílsebes Nóra;20;Record Raceway;00:01:23;15
Rakéták;Nyílsebes Nóra;20;Record Raceway;00:01:34;16
Rakéták;Nyílsebes Nóra;20;Record Raceway;00:01:12;17
Rakéták;Nyílsebes Nóra;20;Record Raceway;00:01:14;18
Rakéták;Nyílsebes Nóra;20;Record Raceway;00:01:33;19
Rakéták;Nyílsebes Nóra;20;Record Raceway;00:01:22;20
Rakéták;Nyílsebes Nóra;20;Record Raceway;00:01:27;21
Rakéták;Nyílsebes Nóra;20;Record Raceway;00:01:26;22
Rakéták;Nyílsebes Nóra;20;Record Raceway;00:01:14;23
Rakéták;Nyílsebes Nóra;20;Record Raceway;00:01:24;24
Rakéták;Nyílsebes Nóra;20;Record Raceway;00:01:20;25
Rakéták;Nyílsebes Nóra;20;Record Raceway;00:01:27;26
Rakéták;Nyílsebes Nóra;20;Record Raceway;00:01:11;27
Rakéták;Nyílsebes Nóra;20;Record Raceway;00:01:06;28
Rakéták;Nyílsebes Nóra;20;Record Raceway;00:01:16;29
Rakéták;Nyílsebes Nóra;20;Record Raceway;00:01:09;30
Rakéták;Nyílsebes Nóra;20;Record Raceway;00:01:21;31
Rakéták;Nyílsebes Nóra;20;Record Raceway;00:01:28;32
Rakéták;Nyílsebes Nóra;20;Record Raceway;00:01:31;33
Rakéták;Postakocsi Petra;19;Record Raceway;00:01:15;1
Rakéták;Postakocsi Petra;19;Record Raceway;00:01:31;2
Rakéták;Postakocsi Petra;19;Record Raceway;00:01:09;3
Rakéták;Postakocsi Petra;19;Record Raceway;00:01:10;4
Rakéták;Postakocsi Petra;19;Record Raceway;00:01:10;5
Rakéták;Postakocsi Petra;19;Record Raceway;00:01:15;6
Rakéták;Postakocsi Petra;19;Record Raceway;00:01:23;7
Rakéták;Postakocsi Petra;19;Record Raceway;00:01:14;8
Rakéták;Postakocsi Petra;19;Record Raceway;00:01:23;9
Rakéták;Postakocsi Petra;19;Record Raceway;00:01:06;10
Rakéták;Postakocsi Petra;19;Record Raceway;00:01:18;11
Rakéták;Postakocsi Petra;19;Record Raceway;00:01:19;12
Rakéták;Postakocsi Petra;19;Record Raceway;00:01:28;13
Rakéták;Postakocsi Petra;19;Record Raceway;00:01:13;14
Rakéták;Postakocsi Petra;19;Record Raceway;00:01:29;15
Rakéták;Postakocsi Petra;19;Record Raceway;00:01:22;16
Rakéták;Postakocsi Petra;19;Record Raceway;00:01:08;17
Rakéták;Postakocsi Petra;19;Record Raceway;00:01:32;18
Rakéták;Postakocsi Petra;19;Record Raceway;00:01:05;19
Rakéták;Postakocsi Petra;19;Record Raceway;00:01:25;20
Rakéták;Postakocsi Petra;19;Record Raceway;00:01:20;21
Rakéták;Postakocsi Petra;19;Record Raceway;00:01:24;22
Rakéták;Postakocsi Petra;19;Record Raceway;00:01:29;23
Rakéták;Postakocsi Petra;19;Record Raceway;00:01:11;24
Rakéták;Postakocsi Petra;19;Record Raceway;00:01:25;25
Rakéták;Postakocsi Petra;19;Record Raceway;00:01:16;26
Rakéták;Postakocsi Petra;19;Record Raceway;00:01:23;27
Rakéták;Postakocsi Petra;19;Record Raceway;00:01:14;28
Rakéták;Postakocsi Petra;19;Record Raceway;00:01:05;29
Rakéták;Postakocsi Petra;19;Record Raceway;00:01:22;30
Rakéták;Postakocsi Petra;19;Record Raceway;00:01:20;31
Rakéták;Postakocsi Petra;19;Record Raceway;00:01:25;32
Rakéták;Postakocsi Petra;19;Record Raceway;00:01:13;33
Versenylovak;Fürge Ferenc;29;Red Ring;00:01:11;1
Versenylovak;Fürge Ferenc;29;Red Ring;00:01:11;2
Versenylovak;Fürge Ferenc;29;Red Ring;00:01:30;3
Versenylovak;Fürge Ferenc;29;Red Ring;00:01:28;4
Versenylovak;Fürge Ferenc;29;Red Ring;00:01:11;5
Versenylovak;Fürge Ferenc;29;Red Ring;00:01:33;6
Versenylovak;Fürge Ferenc;29;Red Ring;00:01:18;7
Versenylovak;Fürge Ferenc;29;Red Ring;00:01:21;8
Versenylovak;Fürge Ferenc;29;Red Ring;00:01:09;9
Versenylovak;Fürge Ferenc;29;Red Ring;00:01:31;10
Versenylovak;Fürge Ferenc;29;Red Ring;00:01:24;11
Versenylovak;Fürge Ferenc;29;Red Ring;00:01:13;12
Versenylovak;Fürge Ferenc;29;Red Ring;00:01:32;13
Versenylovak;Fürge Ferenc;29;Red Ring;00:01:33;14
Versenylovak;Fürge Ferenc;29;Red Ring;00:01:10;15
Versenylovak;Fürge Ferenc;29;Red Ring;00:01:34;16
Versenylovak;Fürge Ferenc;29;Red Ring;00:01:23;17
Versenylovak;Fürge Ferenc;29;Red Ring;00:01:05;18
Versenylovak;Fürge Ferenc;29;Red Ring;00:01:15;19
Versenylovak;Fürge Ferenc;29;Red Ring;00:01:23;20
Versenylovak;Fürge Ferenc;29;Red Ring;00:01:30;21
Versenylovak;Fürge Ferenc;29;Red Ring;00:01:08;22
Versenylovak;Fürge Ferenc;29;Red Ring;00:01:34;23
Versenylovak;Fürge Ferenc;29;Red Ring;00:01:19;24
Versenylovak;Fürge Ferenc;29;Red Ring;00:01:17;25
Versenylovak;Fürge Ferenc;29;Red Ring;00:01:28;26
Versenylovak;Fürge Ferenc;29;Red Ring;00:01:07;27
Versenylovak;Fürge Ferenc;29;Red Ring;00:01:07;28
Versenylovak;Fürge Ferenc;29;Red Ring;00:01:10;29
Versenylovak;Fürge Ferenc;29;Red Ring;00:01:06;30
Versenylovak;Fürge Ferenc;29;Red Ring;00:01:13;31
Versenylovak;Fürge Ferenc;29;Red Ring;00:01:10;32
Versenylovak;Fürge Ferenc;29;Red Ring;00:01:19;33
Versenylovak;Sebes Szilárd;27;Red Ring;00:01:11;1
Versenylovak;Sebes Szilárd;27;Red Ring;00:01:24;2
Versenylovak;Sebes Szilárd;27;Red Ring;00:01:20;3
Versenylovak;Sebes Szilárd;27;Red Ring;00:01:15;4
Versenylovak;Sebes Szilárd;27;Red Ring;00:01:12;5
Versenylovak;Sebes Szilárd;27;Red Ring;00:01:21;6
Versenylovak;Sebes Szilárd;27;Red Ring;00:01:27;7
Versenylovak;Sebes Szilárd;27;Red Ring;00:01:20;8
Versenylovak;Sebes Szilárd;27;Red Ring;00:01:07;9
Versenylovak;Sebes Szilárd;27;Red Ring;00:01:32;10
Versenylovak;Sebes Szilárd;27;Red Ring;00:01:22;11
Versenylovak;Sebes Szilárd;27;Red Ring;00:01:30;12
Versenylovak;Sebes Szilárd;27;Red Ring;00:01:26;13
Versenylovak;Sebes Szilárd;27;Red Ring;00:01:15;14
Versenylovak;Sebes Szilárd;27;Red Ring;00:01:08;15
Versenylovak;Sebes Szilárd;27;Red Ring;00:01:25;16
Versenylovak;Sebes Szilárd;27;Red Ring;00:01:33;17
Versenylovak;Sebes Szilárd;27;Red Ring;00:01:19;18
Versenylovak;Sebes Szilárd;27;Red Ring;00:01:17;19
Versenylovak;Sebes Szilárd;27;Red Ring;00:01:30;20
Versenylovak;Sebes Szilárd;27;Red Ring;00:01:19;21
Versenylovak;Sebes Szilárd;27;Red Ring;00:01:13;22
Versenylovak;Sebes Szilárd;27;Red Ring;00:01:21;23
Versenylovak;Sebes Szilárd;27;Red Ring;00:01:33;24
Versenylovak;Sebes Szilárd;27;Red Ring;00:01:29;25
Versenylovak;Sebes Szilárd;27;Red Ring;00:01:17;26
Versenylovak;Sebes Szilárd;27;Red Ring;00:01:33;27
Versenylovak;Sebes Szilárd;27;Red Ring;00:01:05;28
Versenylovak;Sebes Szilárd;27;Red Ring;00:01:30;29
Versenylovak;Sebes Szilárd;27;Red Ring;00:01:24;30
Versenylovak;Sebes Szilárd;27;Red Ring;00:01:09;31
Versenylovak;Sebes Szilárd;27;Red Ring;00:01:20;32
Versenylovak;Sebes Szilárd;27;Red Ring;00:01:23;33
MintaPinty;Szapora Szervác;19;Red Ring;00:01:30;1
MintaPinty;Szapora Szervác;19;Red Ring;00:01:21;2
MintaPinty;Szapora Szervác;19;Red Ring;00:01:17;3
MintaPinty;Szapora Szervác;19;Red Ring;00:01:05;4
MintaPinty;Szapora Szervác;19;Red Ring;00:01:26;5
MintaPinty;Szapora Szervác;19;Red Ring;00:01:32;6
MintaPinty;Szapora Szervác;19;Red Ring;00:01:14;7
MintaPinty;Szapora Szervác;19;Red Ring;00:01:07;8
MintaPinty;Szapora Szervác;19;Red Ring;00:01:34;9
MintaPinty;Szapora Szervác;19;Red Ring;00:01:13;10
MintaPinty;Szapora Szervác;19;Red Ring;00:01:13;11
MintaPinty;Szapora Szervác;19;Red Ring;00:01:14;12
MintaPinty;Szapora Szervác;19;Red Ring;00:01:21;13
MintaPinty;Szapora Szervác;19;Red Ring;00:01:29;14
MintaPinty;Szapora Szervác;19;Red Ring;00:01:22;15
MintaPinty;Szapora Szervác;19;Red Ring;00:01:05;16
MintaPinty;Szapora Szervác;19;Red Ring;00:01:32;17
MintaPinty;Szapora Szervác;19;Red Ring;00:01:29;18
MintaPinty;Szapora Szervác;19;Red Ring;00:01:26;19
MintaPinty;Szapora Szervác;19;Red Ring;00:01:05;20
MintaPinty;Szapora Szervác;19;Red Ring;00:01:33;21
MintaPinty;Szapora Szervác;19;Red Ring;00:01:22;22
MintaPinty;Szapora Szervác;19;Red Ring;00:01:23;23
MintaPinty;Szapora Szervác;19;Red Ring;00:01:28;24
MintaPinty;Szapora Szervác;19;Red Ring;00:01:28;25
MintaPinty;Szapora Szervác;19;Red Ring;00:01:27;26
MintaPinty;Szapora Szervác;19;Red Ring;00:01:08;27
MintaPinty;Szapora Szervác;19;Red Ring;00:01:29;28
MintaPinty;Szapora Szervác;19;Red Ring;00:01:21;29
MintaPinty;Szapora Szervác;19;Red Ring;00:01:31;30
MintaPinty;Szapora Szervác;19;Red Ring;00:01:14;31
MintaPinty;Szapora Szervác;19;Red Ring;00:01:20;32
MintaPinty;Szapora Szervác;19;Red Ring;00:01:06;33
MintaPinty;Rohanó Róbert;26;Red Ring;00:01:12;1
MintaPinty;Rohanó Róbert;26;Red Ring;00:01:11;2
MintaPinty;Rohanó Róbert;26;Red Ring;00:01:27;3
MintaPinty;Rohanó Róbert;26;Red Ring;00:01:27;4
MintaPinty;Rohanó Róbert;26;Red Ring;00:01:31;5
MintaPinty;Rohanó Róbert;26;Red Ring;00:01:10;6
MintaPinty;Rohanó Róbert;26;Red Ring;00:01:07;7
MintaPinty;Rohanó Róbert;26;Red Ring;00:01:27;8
MintaPinty;Rohanó Róbert;26;Red Ring;00:01:25;9
MintaPinty;Rohanó Róbert;26;Red Ring;00:01:18;10
MintaPinty;Rohanó Róbert;26;Red Ring;00:01:25;11
MintaPinty;Rohanó Róbert;26;Red Ring;00:01:09;12
MintaPinty;Rohanó Róbert;26;Red Ring;00:01:21;13
MintaPinty;Rohanó Róbert;26;Red Ring;00:01:07;14
MintaPinty;Rohanó Róbert;26;Red Ring;00:01:10;15
MintaPinty;Rohanó Róbert;26;Red Ring;00:01:18;16
MintaPinty;Rohanó Róbert;26;Red Ring;00:01:15;17
MintaPinty;Rohanó Róbert;26;Red Ring;00:01:25;18
MintaPinty;Rohanó Róbert;26;Red Ring;00:01:08;19
MintaPinty;Rohanó Róbert;26;Red Ring;00:01:10;20
MintaPinty;Rohanó Róbert;26;Red Ring;00:01:07;21
MintaPinty;Rohanó Róbert;26;Red Ring;00:01:25;22
MintaPinty;Rohanó Róbert;26;Red Ring;00:01:15;23
MintaPinty;Rohanó Róbert;26;Red Ring;00:01:09;24
MintaPinty;Rohanó Róbert;26;Red Ring;00:01:12;25
MintaPinty;Rohanó Róbert;26;Red Ring;00:01:12;26
MintaPinty;Rohanó Róbert;26;Red Ring;00:01:27;27
MintaPinty;Rohanó Róbert;26;Red Ring;00:01:08;28
MintaPinty;Rohanó Róbert;26;Red Ring;00:01:06;29
MintaPinty;Rohanó Róbert;26;Red Ring;00:01:17;30
MintaPinty;Rohanó Róbert;26;Red Ring;00:01:28;31
MintaPinty;Rohanó Róbert;26;Red Ring;00:01:25;32
MintaPinty;Rohanó Róbert;26;Red Ring;00:01:30;33
Villámlás;Villámgyors Vilmos;35;Red Ring;00:01:19;1
Villámlás;Villámgyors Vilmos;35;Red Ring;00:01:07;2
Villámlás;Villámgyors Vilmos;35;Red Ring;00:01:31;3
Villámlás;Villámgyors Vilmos;35;Red Ring;00:01:08;4
Villámlás;Villámgyors Vilmos;35;Red Ring;00:01:10;5
Villámlás;Villámgyors Vilmos;35;Red Ring;00:01:20;6
Villámlás;Villámgyors Vilmos;35;Red Ring;00:01:13;7
Villámlás;Villámgyors Vilmos;35;Red Ring;00:01:28;8
Villámlás;Villámgyors Vilmos;35;Red Ring;00:01:23;9
Villámlás;Villámgyors Vilmos;35;Red Ring;00:01:16;10
Villámlás;Villámgyors Vilmos;35;Red Ring;00:01:15;11
Villámlás;Villámgyors Vilmos;35;Red Ring;00:01:09;12
Villámlás;Villámgyors Vilmos;35;Red Ring;00:01:16;13
Villámlás;Villámgyors Vilmos;35;Red Ring;00:01:29;14
Villámlás;Villámgyors Vilmos;35;Red Ring;00:01:18;15
Villámlás;Villámgyors Vilmos;35;Red Ring;00:01:21;16
Villámlás;Villámgyors Vilmos;35;Red Ring;00:01:29;17
Villámlás;Villámgyors Vilmos;35;Red Ring;00:01:32;18
Villámlás;Villámgyors Vilmos;35;Red Ring;00:01:15;19
Villámlás;Villámgyors Vilmos;35;Red Ring;00:01:22;20
Villámlás;Villámgyors Vilmos;35;Red Ring;00:01:08;21
Villámlás;Villámgyors Vilmos;35;Red Ring;00:01:20;22
Villámlás;Villámgyors Vilmos;35;Red Ring;00:01:33;23
Villámlás;Villámgyors Vilmos;35;Red Ring;00:01:30;24
Villámlás;Villámgyors Vilmos;35;Red Ring;00:01:30;25
Villámlás;Villámgyors Vilmos;35;Red Ring;00:01:17;26
Villámlás;Villámgyors Vilmos;35;Red Ring;00:01:27;27
Villámlás;Villámgyors Vilmos;35;Red Ring;00:01:16;28
Villámlás;Villámgyors Vilmos;35;Red Ring;00:01:25;29
Villámlás;Villámgyors Vilmos;35;Red Ring;00:01:22;30
Villámlás;Villámgyors Vilmos;35;Red Ring;00:01:18;31
Villámlás;Villámgyors Vilmos;35;Red Ring;00:01:31;32
Villámlás;Villámgyors Vilmos;35;Red Ring;00:01:11;33
Villámlás;Rapid Roland;28;Red Ring;00:01:24;1
Villámlás;Rapid Roland;28;Red Ring;00:01:30;2
Villámlás;Rapid Roland;28;Red Ring;00:01:23;3
Villámlás;Rapid Roland;28;Red Ring;00:01:22;4
Villámlás;Rapid Roland;28;Red Ring;00:01:12;5
Villámlás;Rapid Roland;28;Red Ring;00:01:26;6
Villámlás;Rapid Roland;28;Red Ring;00:01:19;7
Villámlás;Rapid Roland;28;Red Ring;00:01:18;8
Villámlás;Rapid Roland;28;Red Ring;00:01:30;9
Villámlás;Rapid Roland;28;Red Ring;00:01:15;10
Villámlás;Rapid Roland;28;Red Ring;00:01:05;11
Villámlás;Rapid Roland;28;Red Ring;00:01:15;12
Villámlás;Rapid Roland;28;Red Ring;00:01:11;13
Villámlás;Rapid Roland;28;Red Ring;00:01:20;14
Villámlás;Rapid Roland;28;Red Ring;00:01:30;15
Villámlás;Rapid Roland;28;Red Ring;00:01:32;16
Villámlás;Rapid Roland;28;Red Ring;00:01:33;17
Villámlás;Rapid Roland;28;Red Ring;00:01:10;18
Villámlás;Rapid Roland;28;Red Ring;00:01:15;19
Villámlás;Rapid Roland;28;Red Ring;00:01:32;20
Villámlás;Rapid Roland;28;Red Ring;00:01:31;21
Villámlás;Rapid Roland;28;Red Ring;00:01:08;22
Villámlás;Rapid Roland;28;Red Ring;00:01:26;23
Villámlás;Rapid Roland;28;Red Ring;00:01:05;24
Villámlás;Rapid Roland;28;Red Ring;00:01:20;25
Villámlás;Rapid Roland;28;Red Ring;00:01:18;26
Villámlás;Rapid Roland;28;Red Ring;00:01:12;27
Villámlás;Rapid Roland;28;Red Ring;00:01:26;28
Villámlás;Rapid Roland;28;Red Ring;00:01:12;29
Villámlás;Rapid Roland;28;Red Ring;00:01:20;30
Villámlás;Rapid Roland;28;Red Ring;00:01:05;31
Villámlás;Rapid Roland;28;Red Ring;00:01:11;32
Villámlás;Rapid Roland;28;Red Ring;00:01:07;33
SzélTiks;Szélsebes Szerpentínia;27;Red Ring;00:01:11;1
SzélTiks;Szélsebes Szerpentínia;27;Red Ring;00:01:06;2
SzélTiks;Szélsebes Szerpentínia;27;Red Ring;00:01:08;3
SzélTiks;Szélsebes Szerpentínia;27;Red Ring;00:01:26;4
SzélTiks;Szélsebes Szerpentínia;27;Red Ring;00:01:24;5
SzélTiks;Szélsebes Szerpentínia;27;Red Ring;00:01:14;6
SzélTiks;Szélsebes Szerpentínia;27;Red Ring;00:01:06;7
SzélTiks;Szélsebes Szerpentínia;27;Red Ring;00:01:18;8
SzélTiks;Szélsebes Szerpentínia;27;Red Ring;00:01:17;9
SzélTiks;Szélsebes Szerpentínia;27;Red Ring;00:01:20;10
SzélTiks;Szélsebes Szerpentínia;27;Red Ring;00:01:19;11
SzélTiks;Szélsebes Szerpentínia;27;Red Ring;00:01:29;12
SzélTiks;Szélsebes Szerpentínia;27;Red Ring;00:01:07;13
SzélTiks;Szélsebes Szerpentínia;27;Red Ring;00:01:20;14
SzélTiks;Szélsebes Szerpentínia;27;Red Ring;00:01:32;15
SzélTiks;Szélsebes Szerpentínia;27;Red Ring;00:01:18;16
SzélTiks;Szélsebes Szerpentínia;27;Red Ring;00:01:27;17
SzélTiks;Szélsebes Szerpentínia;27;Red Ring;00:01:33;18
SzélTiks;Szélsebes Szerpentínia;27;Red Ring;00:01:34;19
SzélTiks;Szélsebes Szerpentínia;27;Red Ring;00:01:21;20
SzélTiks;Szélsebes Szerpentínia;27;Red Ring;00:01:30;21
SzélTiks;Szélsebes Szerpentínia;27;Red Ring;00:01:30;22
SzélTiks;Szélsebes Szerpentínia;27;Red Ring;00:01:25;23
SzélTiks;Szélsebes Szerpentínia;27;Red Ring;00:01:33;24
SzélTiks;Szélsebes Szerpentínia;27;Red Ring;00:01:34;25
SzélTiks;Szélsebes Szerpentínia;27;Red Ring;00:01:10;26
SzélTiks;Szélsebes Szerpentínia;27;Red Ring;00:01:25;27
SzélTiks;Szélsebes Szerpentínia;27;Red Ring;00:01:13;28
SzélTiks;Szélsebes Szerpentínia;27;Red Ring;00:01:09;29
SzélTiks;Szélsebes Szerpentínia;27;Red Ring;00:01:08;30
SzélTiks;Szélsebes Szerpentínia;27;Red Ring;00:01:16;31
SzélTiks;Szélsebes Szerpentínia;27;Red Ring;00:01:26;32
SzélTiks;Szélsebes Szerpentínia;27;Red Ring;00:01:31;33
SzélTiks;Rohamos Rebeka;26;Red Ring;00:01:13;1
SzélTiks;Rohamos Rebeka;26;Red Ring;00:01:07;2
SzélTiks;Rohamos Rebeka;26;Red Ring;00:01:22;3
